ctprvn_nm,signgu_nm,signgu_cd,residnt_2030_cnt,ibllbr_fclt_cnt,museum_fclt_cnt,artgr_fclt_cnt,prfplc_fclt_cnt,fclt_cnt,ibllbr_rate,museum_rate,artgr_rate,prfplc_rate,fclt_rate,FILE_NAME,BASE_YMD
경상남도,창원시 마산회원구,48127,44419,6,0,0,1,7,1.35077E-4,0.0,0.0,2.2512E-5,1.5759E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,창원시 진해구,48129,47580,3,4,0,1,8,6.3051E-5,8.4068E-5,0.0,2.1017E-5,1.68137E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,진주시,48170,86792,7,9,1,1,18,8.0652E-5,1.03696E-4,1.1521E-5,1.1521E-5,2.07392E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,통영시,48220,25254,5,2,2,2,11,1.97988E-4,7.9195E-5,7.9195E-5,7.9195E-5,4.35574E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,사천시,48240,22743,3,1,2,1,7,1.31908E-4,4.3969E-5,8.7939E-5,4.3969E-5,3.07787E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,김해시,48250,138922,9,14,2,2,27,6.4784E-5,1.00775E-4,1.4396E-5,1.4396E-5,1.94353E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,밀양시,48270,18140,4,5,0,1,10,2.20507E-4,2.75633E-4,0.0,5.5126E-5,5.51267E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,거제시,48310,61316,6,7,0,1,14,9.7853E-5,1.14162E-4,0.0,1.6308E-5,2.28325E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,양산시,48330,90165,6,2,0,1,9,6.6544E-5,2.2181E-5,0.0,1.109E-5,9.9817E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,의령군,48720,3800,1,2,0,1,4,2.63157E-4,5.26315E-4,0.0,2.63157E-4,0.001052631,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,함안군,48730,11187,2,1,0,1,4,1.78778E-4,8.9389E-5,0.0,8.9389E-5,3.57557E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,창녕군,48740,10080,3,3,0,1,7,2.97619E-4,2.97619E-4,0.0,9.9206E-5,6.94444E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,고성군,48820,7822,3,6,0,1,10,3.83533E-4,7.67067E-4,0.0,1.27844E-4,0.001278445,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,남해군,48840,5781,2,1,0,1,4,3.4596E-4,1.7298E-4,0.0,1.7298E-4,6.91921E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,하동군,48850,6281,1,2,0,1,4,1.5921E-4,3.1842E-4,0.0,1.5921E-4,6.36841E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,산청군,48860,4614,1,6,0,1,8,2.16731E-4,0.00130039,0.0,2.16731E-4,0.001733853,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,함양군,48870,5741,1,1,0,1,3,1.74185E-4,1.74185E-4,0.0,1.74185E-4,5.22557E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,거창군,48880,11005,2,1,0,1,4,1.81735E-4,9.0867E-5,0.0,9.0867E-5,3.63471E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상남도,합천군,48890,5624,1,3,0,1,5,1.77809E-4,5.33428E-4,0.0,1.77809E-4,8.89046E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,포항시 남구,47111,53245,5,3,0,2,10,9.3905E-5,5.6343E-5,0.0,3.7562E-5,1.87811E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,포항시 북구,47113,63012,3,2,1,1,7,4.7609E-5,3.1739E-5,1.5869E-5,1.5869E-5,1.11089E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,경주시,47130,52483,7,7,3,2,19,1.33376E-4,1.33376E-4,5.7161E-5,3.8107E-5,3.62021E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,김천시,47150,29870,1,2,1,2,6,3.3478E-5,6.6956E-5,3.3478E-5,6.6956E-5,2.0087E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,안동시,47170,32173,5,9,0,1,15,1.55409E-4,2.79737E-4,0.0,3.1081E-5,4.66229E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,구미시,47190,122347,6,2,0,2,10,4.904E-5,1.6346E-5,0.0,1.6346E-5,8.1734E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,영주시,47210,18184,3,3,0,2,8,1.6498E-4,1.6498E-4,0.0,1.09986E-4,4.39947E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,영천시,47230,19575,2,2,1,1,6,1.02171E-4,1.02171E-4,5.1085E-5,5.1085E-5,3.06513E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,상주시,47250,15691,2,6,0,1,9,1.27461E-4,3.82384E-4,0.0,6.373E-5,5.73577E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,문경시,47280,11857,5,7,0,1,13,4.21691E-4,5.90368E-4,0.0,8.4338E-5,0.001096398,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,경산시,47290,69137,3,8,1,1,13,4.3392E-5,1.15712E-4,1.4464E-5,1.4464E-5,1.88032E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,군위군,47720,2846,1,2,0,1,4,3.5137E-4,7.0274E-4,0.0,3.5137E-4,0.001405481,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,의성군,47730,6414,2,2,0,1,5,3.11817E-4,3.11817E-4,0.0,1.55908E-4,7.79544E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,청송군,47750,3426,2,2,1,1,6,5.83771E-4,5.83771E-4,2.91885E-4,2.91885E-4,0.001751313,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,영양군,47760,2171,1,1,0,1,3,4.60617E-4,4.60617E-4,0.0,4.60617E-4,0.001381851,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,영덕군,47770,4870,1,0,0,1,2,2.05338E-4,0.0,0.0,2.05338E-4,4.10677E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,청도군,47820,5658,2,1,1,0,4,3.53481E-4,1.7674E-4,1.7674E-4,0.0,7.06963E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,고령군,47830,4792,1,2,0,1,4,2.08681E-4,4.17362E-4,0.0,2.08681E-4,8.34724E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,성주군,47840,6747,2,0,0,1,3,2.96428E-4,0.0,0.0,1.48214E-4,4.44642E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,칠곡군,47850,27210,4,3,0,1,8,1.47004E-4,1.10253E-4,0.0,3.6751E-5,2.94009E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,예천군,47900,9590,2,2,1,1,6,2.0855E-4,2.0855E-4,1.04275E-4,1.04275E-4,6.25651E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,봉화군,47920,3992,1,2,0,0,3,2.50501E-4,5.01002E-4,0.0,0.0,7.51503E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,울진군,47930,8795,3,1,1,1,6,3.41102E-4,1.137E-4,1.137E-4,1.137E-4,6.82205E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
경상북도,울릉군,47940,1704,1,1,0,1,3,5.86854E-4,5.86854E-4,0.0,5.86854E-4,0.001760563,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
광주광역시,동구,29110,28162,3,5,8,1,17,1.06526E-4,1.77544E-4,2.8407E-4,3.5508E-5,6.0365E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
광주광역시,서구,29140,82344,5,0,0,2,7,6.072E-5,0.0,0.0,2.4288E-5,8.5009E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
광주광역시,남구,29155,53682,4,1,4,2,11,7.4512E-5,1.8628E-5,7.4512E-5,3.7256E-5,2.0491E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
광주광역시,북구,29170,118406,4,6,2,1,13,3.3782E-5,5.0673E-5,1.6891E-5,8.445E-6,1.09791E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
광주광역시,광산구,29200,113694,6,0,0,1,7,5.2773E-5,0.0,0.0,8.795E-6,6.1568E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
대구광역시,중구,27110,22712,2,4,0,2,8,8.8059E-5,1.76118E-4,0.0,8.8059E-5,3.52236E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
대구광역시,동구,27140,85831,6,4,0,1,11,6.9904E-5,4.6603E-5,0.0,1.165E-5,1.28158E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
대구광역시,서구,27170,39315,4,0,0,1,5,1.01742E-4,0.0,0.0,2.5435E-5,1.27177E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
대구광역시,남구,27200,37645,3,0,1,1,5,7.9691E-5,0.0,2.6563E-5,2.6563E-5,1.32819E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
대구광역시,북구,27230,116404,6,3,1,2,12,5.1544E-5,2.5772E-5,8.59E-6,1.7181E-5,1.03089E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
대구광역시,수성구,27260,98587,8,3,1,1,13,8.1146E-5,3.0429E-5,1.0143E-5,1.0143E-5,1.31863E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
대구광역시,달서구,27290,146703,9,1,1,2,13,6.1348E-5,6.816E-6,6.816E-6,1.3632E-5,8.8614E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
대구광역시,달성군,27710,70714,2,1,0,1,4,2.8282E-5,1.4141E-5,0.0,1.4141E-5,5.6565E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
대전광역시,동구,30110,55837,6,3,0,0,9,1.07455E-4,5.3727E-5,0.0,0.0,1.61183E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
대전광역시,중구,30140,57392,3,1,0,1,5,5.2272E-5,1.7424E-5,0.0,1.7424E-5,8.712E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
대전광역시,서구,30170,140464,6,1,3,3,13,4.2715E-5,7.119E-6,2.1357E-5,2.1357E-5,9.255E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
대전광역시,유성구,30200,109236,7,7,2,0,16,6.4081E-5,6.4081E-5,1.8308E-5,0.0,1.46471E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
대전광역시,대덕구,30230,44613,3,3,0,1,7,6.7244E-5,6.7244E-5,0.0,2.2414E-5,1.56904E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,중구,26110,10104,1,2,1,1,5,9.897E-5,1.97941E-4,9.897E-5,9.897E-5,4.94853E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,서구,26140,24801,1,2,1,0,4,4.032E-5,8.0641E-5,4.032E-5,0.0,1.61283E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,동구,26170,20939,4,0,0,1,5,1.91031E-4,0.0,0.0,4.7757E-5,2.38788E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,영도구,26200,22712,1,3,0,1,5,4.4029E-5,1.32088E-4,0.0,4.4029E-5,2.20147E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,부산진구,26230,100519,5,4,0,0,9,4.9741E-5,3.9793E-5,0.0,0.0,8.9535E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,동래구,26260,66094,3,3,0,1,7,4.5389E-5,4.5389E-5,0.0,1.5129E-5,1.05909E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,남구,26290,65600,2,6,1,2,11,3.0487E-5,9.1463E-5,1.5243E-5,3.0487E-5,1.67682E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,북구,26320,71579,5,2,0,1,8,6.9852E-5,2.7941E-5,0.0,1.397E-5,1.11764E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,해운대구,26350,96075,6,0,2,2,10,6.2451E-5,0.0,2.0817E-5,2.0817E-5,1.04085E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,사하구,26380,77329,2,1,1,1,5,2.5863E-5,1.2931E-5,1.2931E-5,1.2931E-5,6.4658E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,금정구,26410,58881,2,3,2,1,8,3.3966E-5,5.095E-5,3.3966E-5,1.6983E-5,1.35867E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,강서구,26440,39517,1,1,0,0,2,2.5305E-5,2.5305E-5,0.0,0.0,5.0611E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,연제구,26470,53707,2,1,0,0,3,3.7239E-5,1.8619E-5,0.0,0.0,5.5858E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,수영구,26500,48174,2,0,0,0,2,4.1516E-5,0.0,0.0,0.0,4.1516E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,사상구,26530,54384,1,2,0,0,3,1.8387E-5,3.6775E-5,0.0,0.0,5.5163E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
부산광역시,기장군,26710,41930,6,1,0,0,7,1.43095E-4,2.3849E-5,0.0,0.0,1.66944E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
서울특별시,종로구,11110,43368,7,35,19,2,63,1.61409E-4,8.07046E-4,4.38111E-4,4.6116E-5,0.001452684,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
서울특별시,중구,11140,38751,5,17,2,1,25,1.29028E-4,4.38698E-4,5.1611E-5,2.5805E-5,6.45144E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
서울특별시,용산구,11170,71531,4,7,5,1,17,5.5919E-5,9.7859E-5,6.9899E-5,1.3979E-5,2.37659E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
서울특별시,성동구,11200,94283,7,3,2,2,14,7.4244E-5,3.1819E-5,2.1212E-5,2.1212E-5,1.48489E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
서울특별시,광진구,11215,118929,5,3,0,1,9,4.2041E-5,2.5225E-5,0.0,8.408E-6,7.5675E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
서울특별시,동대문구,11230,106625,5,5,0,0,10,4.6893E-5,4.6893E-5,0.0,0.0,9.3786E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
서울특별시,중랑구,11260,114395,5,0,0,0,5,4.3708E-5,0.0,0.0,0.0,4.3708E-5,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
서울특별시,성북구,11290,127082,10,9,1,0,20,7.8689E-5,7.082E-5,7.868E-6,0.0,1.57378E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
서울특별시,강북구,11305,81706,7,3,0,1,11,8.5673E-5,3.6717E-5,0.0,1.2239E-5,1.34629E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
서울특별시,도봉구,11320,84738,7,2,0,1,10,8.2607E-5,2.3602E-5,0.0,1.1801E-5,1.1801E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
서울특별시,노원구,11350,138256,11,3,2,1,17,7.9562E-5,2.1698E-5,1.4465E-5,7.232E-6,1.2296E-4,KC_600_MIL_CLT_STATN_BIZAEA_2021,20200101
